segment_id,timestamp_micros,id_interno,object_type,box_center_x,box_center_y,box_center_z,box_length,box_width,box_height,speed_mps,num_lidar_points,weather,time_of_day,detection_difficulty,sensor_version
seg_0027,1691675004800000,det_0018680,VEHICLE,-4.915,-21.230,0.615,5.139,2.116,1.802,21.711,109,soleado,Night,LEVEL_1,v2.0.1
seg_0019,1691475001400000,det_0015760,VEHICLE,4.172,-8.128,1.370,3.386,2.093,0.934,17.617,284,lluvia,Day,LEVEL_2,v2.0.1
seg_0009,1691225010600000,det_0019163,SIGN,33.836,-9.983,0.723,0.485,0.503,1.306,0.000,56,rain,Day,LEVEL_1,v2.0.1
seg_0141,1694525016800000,det_0019238,VEHICLE,41.193,-1.890,1.346,5.080,2.220,1.506,14.251,38,Sunny,Day,LEVEL_1,v2.0.1
seg_0126,1694150012900000,det_0002423,VEHICLE,38.028,7.048,1.008,4.575,2.061,1.655,0.570,46,RAIN ,Day,LEVEL_1,v2.0.1
seg_0088,1693200012300000,det_0029617,VEHICLE,29.057,-14.991,0.737,5.037,2.003,1.325,8.788,72,Sunny,Day,LEVEL_1,v2.0.1
seg_0046,1692150017100000,det_0025381,PEDESTRIAN,49.574,-19.990,0.905,0.977,0.658,1.812,1.626,33,sunny,Night,LEVEL_1,v2.0.1
seg_0035,1691875009300000,det_0016094,VEHICLE,-7.490,-2.813,0.929,4.078,1.763,1.974,0.763,326,Sunny,Night,LEVEL_1,v2.0.1
seg_0051,1692275012100000,det_0012686,VEHICLE,55.702,3.016,0.702,4.531,1.991,1.554,9.559,25,lluvia,Day,LEVEL_1,v2.0.1
seg_0113,1693825000300000,det_0010348,VEHICLE,19.846,-6.062,1.582,4.449,1.803,1.597,12.861,116,fog,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0079,1692975009100000,det_0024409,VEHICLE,17.294,-17.644,0.605,5.728,1.731,1.794,10.454,96,sunny,Day,LEVEL_1,v2.0.1
seg_0083,1693075008000000,det_0038809,VEHICLE,43.187,-14.754,0.241,3.904,2.128,1.781,10.842,43,sunny,Day,LEVEL_1,v2.0.1
seg_0059,1692475007200000,det_0038409,VEHICLE,36.787,0.062,0.643,5.456,1.478,1.544,8.244,71,sunny,Day,LEVEL_1,v2.0.1
seg_0052,1692300019700000,det_0016980,VEHICLE,-9.435,-22.356,0.695,4.266,1.952,1.281,7.548,96,SUNNY,Day,LEVEL_1,v2.0.1
seg_0040,1692000019600000,det_0021138,PEDESTRIAN,2.474,15.200,0.438,1.108,0.874,1.675,0.677,159,sunny,Day,LEVEL_1,v2.0.1
seg_0017,1691425005000000,det_0007174,VEHICLE,22.660,-2.975,0.707,3.748,1.441,1.895,10.875,105,Sunny,Day,LEVEL_1,v2.0.1
seg_0053,1692325014000000,det_0026222,VEHICLE,23.976,-13.705,1.513,4.348,1.780,1.612,16.585,98,SUNNY,Day,LEVEL_1,v2.0.1
seg_0012,1691300017900000,det_0028631,VEHICLE,-4.796,-11.216,1.543,3.575,1.912,1.702,14.570,216,rain,Day,LEVEL_1,v2.0.1
seg_0005,1691125001600000,det_0013647,VEHICLE,6.704,3.347,1.177,14.959,2.595,3.231,10.180,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0148,1694700013200000,det_0033424,PEDESTRIAN,31.050,-3.673,0.539,0.910,0.726,1.802,1.192,76,fog,Night,LEVEL_1,v2.0.1
seg_0035,1691875017400000,det_0001385,VEHICLE,49.386,5.984,0.519,4.351,1.668,1.501,12.261,35,lluvia,Day,LEVEL_1,v2.0.1
seg_0074,1692850015200000,det_0001030,CYCLIST,28.160,-17.573,1.102,1.820,0.687,1.463,3.155,78,rain,Day,LEVEL_1,v2.0.1
seg_0142,1694550015300000,det_0020920,VEHICLE,20.658,17.624,1.470,3.716,2.389,1.512,7.604,87,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0143,1694575006500000,det_0016527,VEHICLE,15.815,-6.078,0.960,4.529,1.921,1.593,269.652,179,sunny,Day,LEVEL_1,v2.0.1
seg_0144,1694600007500000,det_0027170,Pedestrian,-33.667,-10.785,1.511,0.774,0.871,1.704,1.743,55,sunny,Day,LEVEL_1,v2.0.1
seg_0017,1691425017500000,det_0039761,VEHICLE,6.746,22.456,0.540,5.354,1.845,1.492,8.952,113,Sunny,Night,LEVEL_1,v2.0.1
seg_0134,1694350002400000,det_0029441,CYCLIST,38.441,-11.720,0.719,1.558,0.799,1.661,6.722,50,sunny,Day,LEVEL_1,v2.0.1
seg_0147,1694675005500000,det_0034640,PEDESTRIAN,15.151,-5.047,1.443,0.890,0.938,1.829,1.621,152,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0013,1691325007500000,det_0033777,VEHICLE,4.127,4.391,0.664,3.716,1.901,1.305,12.886,403,sunny,Day,LEVEL_1,v2.0.1
seg_0108,1693700002600000,det_0035722,VEHICLE,17.237,-8.942,0.762,5.123,1.672,1.789,18.452,139,sunny,Night,LEVEL_1,v2.0.1
seg_0076,1692900010200000,det_0024656,VEHICLE,-10.178,5.607,0.769,5.072,2.126,1.518,9.819,234,fog,Night,LEVEL_1,v2.0.1
seg_0052,1692300013300000,det_0028743,VEHICLE,34.643,-2.693,-0.072,4.662,1.581,1.530,6.453,66,Sunny,Day,LEVEL_1,v2.0.1
seg_0128,1694200017900000,det_0030253,VEHICLE,49.401,7.238,0.857,4.658,1.788,1.621,6.673,-1,fog,Day,LEVEL_1,v2.0.1
seg_0144,1694600005800000,det_0031216,VEHICLE,75.153,-24.848,1.088,5.158,1.733,1.604,9.813,14, rain,Day,LEVEL_2,v2.0.1
seg_0091,1693275007900000,det_0028273,Ped,0.057,-3.593,1.494,1.169,0.959,1.565,1.391,482,,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0119,1693975017200000,det_0006107,VEHICLE,-6.167,-8.437,0.478,5.218,2.294,1.524,7.336,254,sunny,Night,LEVEL_1,v2.0.1
seg_0032,1691800003900000,det_0034742,VEHICLE,0.471,-7.842,0.712,5.797,1.531,1.455,7.551,321,Sunny,Night,LEVEL_1,v2.0.1
seg_0054,1692350016300000,det_0010990,VEHICLE,-4.657,-21.187,1.153,5.374,1.683,1.345,12.415,116,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0055,1692375018500000,det_0022128,VEHICLE,13.060,4.078,0.503,5.374,2.015,1.928,3.411,195,sunny,Day,LEVEL_1,v2.0.1
seg_0116,1693900007100000,det_0033558,PEDESTRIAN,-5.537,-4.969,1.032,0.524,0.651,1.778,1.832,355,,Day,LEVEL_1,v2.0.1
seg_0028,1691700005400000,det_0027311,VEHICLE,33.144,8.964,0.077,3.778,1.854,1.939,17.369,62,RAIN ,Day,LEVEL_1,v2.0.1
seg_0091,1693275010600000,det_0011085,VEHICLE,22.691,-18.994,1.004,5.654,2.205,2.119,10.612,80,niebla,Day,LEVEL_1,v2.0.1
seg_0112,1693800007600000,det_0030462,VEHICLE,46.719,-14.372,0.900,5.328,1.646,1.273,8.107,38,sunny,Day,LEVEL_1,v2.0.1
seg_0143,1694575011200000,det_0025045,VEHICLE,45.388,11.810,0.928,3.880,2.030,1.615,6.894,40,sunny,Night,LEVEL_1,v2.0.1
seg_0142,1694550007000000,det_0028809,VEHICLE,32.842,10.169,0.459,4.036,1.825,1.799,18.715,74,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0076,1692900005900000,det_0011198,VEHICLE,29.283,-12.569,0.911,5.093,1.834,1.559,0.552,72,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0148,1694700018600000,det_0006424,VEHICLE,31.203,1.298,0.725,5.742,1.945,1.550,1.320,83,sunny,Day,LEVEL_2,v2.0.1
seg_0083,1693075000000000,det_0002835,VEHICLE,-23.845,-7.098,0.978,4.155,1.977,1.685,8.896,93,sunny,Day,LEVEL_1,v2.0.1
seg_0012,1691300006700000,det_0012221,PEDESTRIAN,6.266,6.989,0.872,0.658,0.840,1.607,0.759,320,rain,Day,LEVEL_1,v2.0.1
seg_0078,1692950009900000,det_0036776,VEHICLE,24.831,-2.753,0.230,3.175,1.938,1.535,3.892,103,sunny,Day,LEVEL_2,v2.0.1
seg_0047,1692175002100000,det_0024784,SIGN,11.073,-9.589,1.260,0.455,0.358,2.072,0.000,178,Sunny,Day,LEVEL_1,v2.0.1
seg_0060,1692500011800000,det_0033733,VEHICLE,29.068,8.342,1.646,5.261,2.089,1.712,17.051,90,sunny,Night,LEVEL_1,v2.0.1
seg_0116,1693900002700000,det_0006271,VEHICLE,21.036,-2.300,1.117,5.572,1.720,1.857,8.503,100,sunny,Day,LEVEL_1,v2.0.1
seg_0130,1694250004500000,det_0038763,VEHICLE,-2.526,19.434,1.982,3.704,2.028,1.871,9.429,-1,soleado,Day,LEVEL_1,v2.0.1
seg_0017,1691425014600000,det_0016978,VEHICLE,6.792,19.656,1.032,5.793,1.890,1.788,4.207,141,Sunny,Day,LEVEL_1,v2.0.1
seg_0099,1693475014900000,det_0018140,VEHICLE,-29.623,-15.991,0.617,4.670,1.944,1.213,12.621,58,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0146,1694650008800000,det_0014391,VEHICLE,46.967,7.435,1.851,4.142,2.306,1.196,1.387,31,sunny,Day,LEVEL_1,v2.0.1
seg_0073,1692825011400000,det_0005808,VEHICLE,23.114,-17.680,0.814,15.126,2.866,2.950,10.128,64,,Day,LEVEL_1,v2.0.1
seg_0067,1692675003500000,det_0018834,SIGN,25.245,0.323,0.893,0.449,0.459,2.476,0.000,96,sunny,Day,LEVEL_1,v2.0.1
seg_0133,1694325017500000,det_0038884,VEHICLE,17.253,-8.840,0.130,4.098,1.613,1.450,6.613,135,rain,Day,LEVEL_1,v2.0.1
seg_0009,1691225001200000,det_0039407,PEDESTRIAN,14.829,8.349,1.267,1.002,0.965,1.926,1.473,146,sunny,Day,LEVEL_1,v2.0.1
seg_0087,1693175005100000,det_0028365,VEHICLE,24.960,-19.758,1.016,4.908,2.105,1.704,7.410,64,sunny,Night,LEVEL_1,v2.0.1
seg_0116,1693900002900000,det_0005570,PEDESTRIAN,55.982,-0.963,0.617,0.983,0.853,1.723,1.447,26,sunny,Day,LEVEL_1,v2.0.1
seg_0091,1693275001800000,det_0001504,VEHICLE,9.773,23.772,1.415,-4.869,2.023,1.718,8.692,92,sunny,Day,LEVEL_1,v2.0.1
seg_0054,1692350012600000,det_0020324,PEDESTRIAN,14.946,7.212,0.969,0.763,0.857,1.693,1.764,155,rain,Day,LEVEL_1,v2.0.1
seg_0135,1694375001200000,det_0034228,PEDESTRIAN,-3.426,-10.684,1.493,0.699,0.713,1.743,1.123,247,sunny,Day,LEVEL_1,v2.0.1
seg_0051,1692275016200000,det_0039887,VEHICLE,22.096,-4.016,0.140,4.058,1.775,1.591,12.100,115,sunny,Day,LEVEL_1,v2.0.1
seg_0148,1694700016100000,det_0015967,VEHICLE,76.230,2.762,0.507,3.919,1.784,1.823,17.527,20,sunny,Day,LEVEL_2,v2.0.1
seg_0065,1692625000000000,det_0019226,VEHICLE,47.180,15.085,1.062,4.830,1.990,1.606,6.599,31,sunny,Day,LEVEL_1,v2.0.1
seg_0072,1692800010300000,det_0035701,PEATON,-10.298,-6.801,0.526,0.793,0.888,1.775,1.332,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0124,1694100018900000,det_0017524,VEHICLE,9.946,1.426,0.916,4.587,2.272,1.827,9.291,281,sunny,Day,LEVEL_1,v2.0.1
seg_0064,1692600012300000,det_0034926,VEHICLE,10.596,0.568,0.763,4.324,2.137,1.619,11.657,258,sunny,Day,LEVEL_1,v2.0.1
seg_0021,1691525001100000,det_0023288,VEHICLE,-5.690,-15.266,0.556,15.179,2.635,3.066,5.319,170,SUNNY,Day,LEVEL_1,v2.0.1
seg_0085,1693125013200000,det_0009236,VEHICLE,1.915,-7.646,1.150,5.103,1.735,1.472,10.809,337,sunny,Day,LEVEL_1,v2.0.1
seg_0062,1692550003300000,det_0014758,VEHICLE,0.189,-3.845,1.178,5.368,1.992,1.933,14.442,498,lluvia,Day,LEVEL_1,v2.0.1
seg_0053,1692325004300000,det_0019400,PEDESTRIAN,44.179,1.248,0.885,0.721,0.705,1.871,2.259,48,sunny,Day,LEVEL_1,v2.0.1
seg_0128,1694200018500000,det_0030482,PEDESTRIAN,4.343,6.753,0.468,1.075,0.953,1.550,1.199,334,sunny,Day,LEVEL_1,v2.0.1
seg_0149,1694725014100000,det_0004153,PEDESTRIAN,9.087,-14.847,1.896,0.821,0.902,1.659,1.877,165,fog,Night,LEVEL_2,v2.0.1
seg_0120,1694000006900000,det_0022216,VEHICLE,34.754,1.574,0.770,4.271,1.594,1.317,0.810,74,sunny,Night,LEVEL_1,v2.0.1
seg_0118,1693950010700000,det_0002211,PEDESTRIAN,17.286,13.826,0.542,0.911,0.770,1.510,0.998,128,sunny,Night,LEVEL_1,v2.0.1
seg_0121,1694025008900000,det_0017498,VEHICLE,19.825,10.005,1.235,5.431,1.780,1.889,12.131,99,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0021,1691525006600000,det_0007781,Ped,18.337,-18.097,1.082,1.043,0.821,1.508,1.668,97,lluvia,Day,LEVEL_1,v2.0.1
seg_0057,1692425017700000,det_0020160,SIGN,25.880,29.099,1.384,0.470,0.460,1.547,0.000,54,sunny,Day,LEVEL_1,v2.0.1
seg_0022,1691550000800000,det_0033598,VEHICLE,57.653,17.257,0.780,4.599,1.780,1.329,13.601,17,sunny,Day,LEVEL_2,v2.0.1
seg_0039,1691975006700000,det_0031604,VEHICLE,34.149,1.314,1.327,4.012,2.014,1.523,17.360,61,Sunny,Night,LEVEL_1,v2.0.1
seg_0058,1692450005400000,det_0039880,SIGN,17.346,-12.774,0.657,0.571,0.439,1.808,0.000,103,sunny,Day,LEVEL_2,v2.0.1
seg_0138,1694450016400000,det_0037766,VEHICLE,31.831,15.025,1.056,3.494,1.765,1.716,4.133,51,sunny,Night,LEVEL_1,v2.0.1
seg_0005,1691125017300000,det_0004968,PEDESTRIAN,35.985,-7.195,0.928,0.893,0.974,1.741,1.311,63,sunny,Day,LEVEL_1,v2.0.1
seg_0093,1693325001500000,det_0018826,VEHICLE,-2.405,-5.974,0.993,4.259,1.634,1.495,5.196,384,sunny,Day,LEVEL_1,v2.0.1
seg_0139,1694475016300000,det_0025973,PEDESTRIAN,4.648,14.575,1.236,1.018,0.983,1.557,0.832,206,rain,Day,LEVEL_1,v2.0.1
seg_0029,1691725008700000,det_0027856,VEHICLE,-3.012,-8.950,-0.051,4.394,1.901,1.695,10.257,289,sunny,Day,LEVEL_1,v2.0.1
seg_0022,1691550011800000,det_0005250,SIGN,1.833,-18.690,0.515,0.478,0.485,2.335,0.000,-1,soleado,Day,LEVEL_1,v2.0.1
seg_0099,1693475018200000,det_0014919,VEHICLE,35.642,22.501,0.808,3.686,2.352,1.762,4.690,36,sunny,Day,LEVEL_1,v2.0.1
seg_0120,1694000010000000,det_0013314,PEATON,56.362,8.738,0.893,1.091,0.604,1.731,1.403,31,sunny,Night,LEVEL_1,v2.0.1
seg_0004,1691100002600000,det_0036843,VEHICLE,12.959,-3.032,0.790,4.798,1.706,1.198,3.817,192,Sunny,Night,LEVEL_1,v2.0.1
seg_0001,1691025000000000,det_0013340,PEDESTRIAN,55.039,-6.980,1.246,1.170,0.882,1.551,2.142,35,rain,Day,LEVEL_1,v2.0.1
seg_0046,1692150018300000,det_0009223,PEDESTRIAN,10.867,10.249,0.993,1.096,0.734,1.645,1.503,168,rain,Night,LEVEL_1,v2.0.1
seg_0089,1693225010600000,det_0004873,VEHICLE,5.647,19.136,1.044,5.746,1.851,1.849,12.518,-1,sunny,Night,LEVEL_1,v2.0.1
seg_0117,1693925009200000,det_0004297,PEDESTRIAN,55.929,-6.482,0.318,0.853,0.884,1.542,2.271,27,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0050,1692250004100000,det_0039654,SIGN,27.744,-6.669,1.455,0.479,0.339,2.097,0.000,89,SUNNY,Day,LEVEL_1,v2.0.1
seg_0067,1692675015700000,det_0032474,PEDESTRIAN,15.056,1.133,1.302,0.712,0.748,1.658,1.439,166,SUNNY,Day,LEVEL_1,v2.0.1
seg_0103,1693575005900000,det_0031118,VEHICLE,36.137,15.177,1.340,4.780,1.999,1.599,10.856,58,fog,Day,LEVEL_1,v2.0.1
seg_0047,1692175005900000,det_0034896,VEHICLE,38.324,5.932,0.863,4.169,1.744,2.043,14.883,52,sunny,Day,LEVEL_1,v2.0.1
seg_0007,1691175003000000,det_0005990,PEDESTRIAN,7.939,-18.344,0.857,0.809,0.960,1.709,0.620,133,sunny,Day,LEVEL_1,v2.0.1
seg_0060,1692500018000000,det_0005042,Ped,-17.626,-0.290,0.693,0.771,0.934,1.685,1.023,158,fog,Night,LEVEL_1,v2.0.1
seg_0076,1692900019800000,det_0009521,PEDESTRIAN,34.226,-18.058,1.088,1.225,0.915,1.735,1.654,50,soleado,Day,LEVEL_1,v2.0.1
seg_0119,1693975011200000,det_0023418,VEHICLE,27.592,-4.691,0.828,4.614,2.018,1.805,9.897,80,Sunny,Day,LEVEL_1,v2.0.1
seg_0010,1691250008200000,det_0013877,VEHICLE,10.568,0.070,1.018,5.123,2.157,1.457,0.042,265, rain,Day,LEVEL_1,v2.0.1
seg_0012,1691300019700000,det_0008098,Ped,41.351,17.787,0.762,0.858,0.712,1.757,1.291,43,fog,Night,LEVEL_1,v2.0.1
seg_0061,1692525019400000,det_0009188,VEHICLE,-0.655,-11.760,1.158,3.644,1.726,1.413,3.095,240,,Day,LEVEL_1,v2.0.1
seg_0025,1691625000900000,det_0038768,PEDESTRIAN,52.870,-9.072,1.008,1.056,0.767,1.602,0.631,42,sunny,Night,LEVEL_1,v2.0.1
seg_0009,1691225006800000,det_0031343,VEHICLE,40.604,25.148,0.948,5.314,1.883,1.657,11.345,34,sunny,Night,LEVEL_1,v2.0.1
seg_0108,1693700010500000,det_0005874,VEHICLE,2.232,14.380,1.062,3.273,1.846,1.387,3.107,197,sunny,Night,LEVEL_1,v2.0.1
seg_0018,1691450019500000,det_0009815,PEDESTRIAN,9.604,11.912,0.548,0.933,1.005,1.620,1.018,176,SUNNY,Day,LEVEL_1,v2.0.1
seg_0014,1691350019800000,det_0012520,PEDESTRIAN,21.889,26.284,0.274,1.108,0.842,1.737,0.952,65,SUNNY,Day,LEVEL_1,v2.0.1
seg_0074,1692850010200000,det_0025929,PEDESTRIAN,29.118,-4.820,1.744,0.920,1.068,1.975,1.222,60,Sunny,Night,LEVEL_1,v2.0.1
seg_0010,1691250015100000,det_0006008,VEHICLE,49.256,-14.988,0.949,3.393,1.665,1.579,,32,rain,Day,LEVEL_2,v2.0.1
seg_0056,1692400012900000,det_0035956,VEHICLE,11.316,4.551,0.886,5.028,1.873,1.574,16.427,225,sunny,Night,LEVEL_1,v2.0.1
seg_0147,1694675010400000,det_0008341,Ped,29.449,1.682,0.786,0.877,0.890,1.834,1.478,86,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250015200000,det_0024417,PEDESTRIAN,34.934,3.113,0.767,0.915,0.685,1.922,0.784,65,,Day,LEVEL_1,v2.0.1
seg_0034,1691850008700000,det_0003713,SIGN,-6.748,-8.475,0.998,0.572,0.544,2.562,0.000,266,sunny,Day,LEVEL_1,v2.0.1
seg_0081,1693025007700000,det_0001146,VEHICLE,3.518,-7.583,1.604,4.820,1.768,1.296,7.424,289,sunny,Night,LEVEL_1,v2.0.1
seg_0133,1694325019700000,det_0017114,PEDESTRIAN,-28.657,-14.568,1.083,0.875,0.928,1.746,1.035,61,,Day,LEVEL_1,v2.0.1
seg_0113,1693825011900000,det_0018366,PEDESTRIAN,-14.218,-2.000,1.755,0.594,0.972,1.664,0.733,184,sunny,Night,LEVEL_1,v2.0.1
seg_0053,1692325010700000,det_0010646,SIGN,19.711,-12.953,1.353,0.210,0.408,2.641,0.000,116,rain,Day,LEVEL_1,v2.0.1
seg_0016,1691400004300000,det_0009249,VEHICLE,-18.128,-5.279,1.473,4.294,1.873,1.548,7.878,117,sunny,Day,LEVEL_1,v2.0.1
seg_0015,1691375015500000,det_0011021,PEDESTRIAN,4.794,11.538,0.017,1.171,0.867,1.512,1.284,226,Sunny,Night,LEVEL_1,v2.0.1
seg_0139,1694475001000000,det_0021999,VEHICLE,46.835,-0.714,1.419,5.447,2.089,1.158,9.175,51,Fog,Day,LEVEL_1,v2.0.1
seg_0120,1694000004500000,det_0029886,VEHICLE,13.356,2.999,0.318,3.391,1.650,1.613,9.133,194,sunny,Day,LEVEL_1,v2.0.1
seg_0118,1693950015100000,det_0016556,VEHICLE,47.972,12.853,1.153,4.590,1.979,1.949,14.201,38,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0090,1693250019200000,det_0023864,PEDESTRIAN,20.610,-5.044,1.720,0.898,0.610,1.860,0.904,137,sunny,Day,LEVEL_1,v2.0.1
seg_0097,1693425015200000,det_0033482,VEHICLE,2.376,5.321,1.032,4.336,1.917,2.054,11.604,366,Sunny,Night,LEVEL_1,v2.0.1
seg_0018,1691450010700000,det_0013073,CYCLIST,10.551,16.701,0.739,1.686,0.775,1.840,4.634,129,sunny,Day,LEVEL_1,v2.0.1
seg_0068,1692700005800000,det_0026564,VEHICLE,68.294,-16.773,0.640,5.531,2.024,1.293,11.688,16,fog,Day,LEVEL_2,v2.0.1
seg_0018,1691450006400000,det_0001156,VEHICLE,19.671,8.264,1.233,4.150,1.841,1.498,8.356,110,sunny,Day,LEVEL_2,v2.0.1
seg_0104,1693600017300000,det_0011984,VEHICLE,6.368,5.565,0.813,5.100,1.744,1.557,4.430,312,sunny,Day,LEVEL_2,v2.0.1
seg_0137,1694425017000000,det_0008863,SIGN,2.380,12.881,0.796,0.447,0.407,1.814,0.000,196,rain,Night,LEVEL_1,v2.0.1
seg_0044,1692100002500000,det_0002397,PEDESTRIAN,-38.633,-15.138,0.314,0.995,0.791,1.650,0.552,43,Sunny,Day,LEVEL_1,v2.0.1
seg_0100,1693500005800000,det_0036651,VEHICLE,2.722,5.436,0.572,4.817,1.971,1.177,12.816,412,SUNNY,Day,LEVEL_1,v2.0.1
seg_0135,1694375001700000,det_0013772,CYCLIST,32.484,-6.163,0.806,1.856,0.899,1.630,1.696,67,sunny,Day,LEVEL_1,v2.0.1
seg_0038,1691950013500000,det_0021198,Pedestrian,-23.556,-16.938,0.924,1.140,0.514,1.618,0.592,71,lluvia,Night,LEVEL_1,v2.0.1
seg_0128,1694200016500000,det_0015736,VEHICLE,6.911,-2.636,0.782,12.559,2.538,3.007,3.533,359,soleado,Night,LEVEL_1,v2.0.1
seg_0108,1693700007600000,det_0039096,VEHICLE,37.616,-14.513,1.085,4.382,2.249,1.143,12.410,47, rain,Day,LEVEL_1,v2.0.1
seg_0048,1692200006200000,det_0032729,VEHICLE,4.080,-3.403,1.106,5.724,2.292,1.359,13.628,-1,sunny,Night,LEVEL_1,v2.0.1
seg_0099,1693475002500000,det_0033676,VEHICLE,33.337,-34.883,0.579,4.813,1.796,1.413,18.252,23,rain,Night,LEVEL_2,v2.0.1
seg_0063,1692575002500000,det_0024510,VEHICLE,-22.771,8.796,0.567,4.420,1.787,1.409,6.105,91,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250013300000,det_0030120,PEDESTRIAN,14.445,35.463,0.733,0.972,0.719,1.684,1.587,51,,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0109,1693725016200000,det_0000176,PEDESTRIAN,22.168,-13.313,1.451,0.938,1.021,1.824,1.209,103,sunny,Day,LEVEL_1,v2.0.1
seg_0119,1693975016700000,det_0030722,PEDESTRIAN,45.441,14.965,0.827,0.605,0.536,1.737,0.768,39,sunny,Day,LEVEL_1,v2.0.1
seg_0035,1691875019300000,det_0027076,VEHICLE,19.851,1.055,1.370,3.998,1.852,1.542,16.817,136,sunny,Day,LEVEL_1,v2.0.1
seg_0041,1692025000300000,det_0004032,Ped,52.319,-3.644,0.900,0.905,0.980,1.623,1.391,37,rain,Day,LEVEL_1,v2.0.1
seg_0127,1694175009100000,det_0018859,VEHICLE,30.134,6.253,0.337,4.501,2.057,1.846,10.061,80,,Day,LEVEL_1,v2.0.1
seg_0120,1694000013800000,det_0033311,VEHICLE,31.446,6.004,0.622,5.063,2.217,1.469,3.647,78,niebla,Day,LEVEL_1,v2.0.1
seg_0129,1694225002100000,det_0032236,VEHICLE,-25.209,1.524,0.468,2.863,1.729,1.540,2.174,98,sunny,Night,LEVEL_1,v2.0.1
seg_0086,1693150014600000,det_0026115,PEDESTRIAN,31.899,-12.323,1.308,1.000,0.888,1.750,1.466,69,Sunny,Night,LEVEL_1,v2.0.1
seg_0001,1691025014400000,det_0018779,SIGN,0.056,-6.442,0.878,0.373,0.351,2.245,0.000,374,rain,Day,LEVEL_1,v2.0.1
seg_0013,1691325011000000,det_0007525,PEATON,15.836,-25.543,0.204,1.106,0.741,1.716,1.884,76,sunny,Day,LEVEL_1,v2.0.1
seg_0149,1694725001200000,det_0017970,CYCLIST,33.747,2.926,1.439,1.846,0.833,1.605,4.746,54,Sunny,Night,LEVEL_1,v2.0.1
seg_0039,1691975012800000,det_0034464,VEHICLE,28.369,8.040,0.511,6.157,1.790,1.932,13.506,69,sunny,Day,LEVEL_1,v2.0.1
seg_0039,1691975010000000,det_0025119,VEHICLE,0.202,14.074,0.851,4.954,1.740,1.424,17.843,176,sunny,Day,LEVEL_1,v2.0.1
seg_0014,1691350012000000,det_0030961,VEHICLE,27.023,-19.819,1.343,5.282,1.960,1.197,6.080,60,sunny,Night,LEVEL_1,v2.0.1
seg_0055,1692375002800000,det_0030368,VEHICLE,-10.565,-12.616,0.893,4.276,2.243,1.823,14.238,188,sunny,Night,LEVEL_1,v2.0.1
seg_0146,1694650013500000,det_0027714,VEHICLE,10.050,16.322,0.047,4.276,1.965,1.843,12.185,128,fog,Day,LEVEL_1,v2.0.1
seg_0072,1692800008700000,det_0010540,PEDESTRIAN,19.272,9.346,1.664,0.863,0.833,1.721,0.651,125,Sunny,Day,LEVEL_1,v2.0.1
seg_0088,1693200016400000,det_0006394,PEDESTRIAN,44.385,4.766,0.843,1.293,0.888,1.714,1.401,42,sunny,Night,LEVEL_1,v2.0.1
seg_0111,1693775010400000,det_0028842,PEDESTRIAN,27.868,-1.755,1.094,0.943,0.806,1.765,1.141,90,sunny,Night,LEVEL_1,v2.0.1
seg_0109,1693725014000000,det_0018136,PEDESTRIAN,30.776,-3.403,1.212,0.576,1.004,1.943,0.960,72,rain,Day,LEVEL_1,v2.0.1
seg_0037,1691925011500000,det_0005102,VEHICLE,49.391,-23.233,1.286,3.316,2.140,1.711,8.586,28,sunny,Night,LEVEL_1,v2.0.1
seg_0078,1692950003100000,det_0039966,PEDESTRIAN,0.817,7.525,0.532,0.853,0.631,1.693,1.191,332,sunny,Day,LEVEL_1,v2.0.1
seg_0103,1693575016900000,det_0005123,SIGN,3.588,9.852,0.678,0.361,0.362,1.820,0.000,295,sunny,Day,LEVEL_1,v2.0.1
seg_0103,1693575013200000,det_0021235,PEDESTRIAN,60.888,-14.302,0.411,0.883,0.906,1.797,0.552,23,rain,Day,LEVEL_2,v2.0.1
seg_0085,1693125008200000,det_0029561,PEDESTRIAN,21.610,-16.899,1.185,0.894,0.599,1.577,0.895,78,SUNNY,Day,LEVEL_1,v2.0.1
seg_0004,1691100012400000,det_0039119,PEDESTRIAN,18.357,-6.406,1.159,0.979,0.768,1.591,2.136,124,sunny,Day,LEVEL_1,v2.0.1
seg_0080,1693000001100000,det_0012824,VEHICLE,36.733,-15.922,0.753,4.226,1.912,1.803,8.305,47,rain,Day,LEVEL_1,v2.0.1
